2|Nature
23G313|septembre - décembre ~ natures mortes de fleurs et/ou de fruits (année divisée en trois saisons)
23G32|année divisée en trois saisons ~ natures mortes de fleurs et/ou de fruits (deuxième série)
23G321|décembre - mars ~ natures mortes de fleurs et/ou de fruits (année divisée en trois saisons)
23G322|avril-juillet ~ natures mortes avec fleurs et/ou fruits (année divisée en trois saisons)
23G323|août - novembre ~ natures mortes de fleurs et/ou de fruits (année divisée en trois saisons)
23G4|les quatre saisons de l'année ~ natures mortes de fleurs et/ou de fruits
23G41|nature morte symbolisant l'hiver (les quatre saisons de l'année)
23G42|nature morte symbolisant le printemps (les quatre saisons de l'année)
23G43|nature morte symbolisant l'été (les quatre saisons de l'année)
23G44|nature morte symbolisant l'automne (les quatre saisons de l'année)
23G5|année divisée en cinq saisons ~ natures mortes de fleurs et/ou de fruits
23G6|année divisée en six saisons ~ natures mortes de fleurs et/ou de fruits
23G61|année divisée en six saisons ~ natures mortes de fleurs et/ou de fruits (première série)
23G611|janvier et février ~ natures mortes de fleurs et/ou de fruits (année divisée en six saisons)
23G612|mars et avril ~ natures mortes de fleurs et/ou de fruits (année divisée en six saisons)
23G613|mai et juin ~ natures mortes de fleurs et/ou de fruits (année divisée en six saisons)
23G614|juillet et août ~ natures mortes de fleurs et/ou de fruits (année divisée en six saisons)
23G615|septembre et octobre ~ natures mortes de fleurs et/ou de fruits (année divisée en six saisons)
23G616|novembre et décembre ~ natures mortes de fleurs et/ou de fruits (année divisée en six saisons)
23G62|année divisée en six saisons~ natures mortes de fleurs et/ou de fruits (deuxième série)
23G621|décembre et janvier ~ natures mortes de fleurs et/ou de fruits (année divisée en six saisons)
23G622|février et mars ~ natures mortes de fleurs et/ou de fruits (année divisée en six saisons)
23G623|avril et mai ~ natures mortes de fleurs et/ou de fruits (année divisée en six saisons)
23G624|juin et juillet ~ natures mortes de fleurs et/ou de fruits (année divisée en six saisons)
23G625|août et septembre ~ natures mortes de fleurs et/ou de fruits (année divisée en six saisons)
23G626|octobre et novembre ~ natures mortes de fleurs et/ou de fruits (année divisée en six saisons)
23H|saisons de l'année exprimées par des concepts autres que des personnifications, des activités humaines, des paysages ou des natures mortes de fleurs et/ou de fruits
23H2|année divisée en deux saisons ~ autres concepts (p.ex. scènes bibliques)
23H21|semestre hivernal ~ autres concepts (p.ex. scènes bibliques) (année divisée en deux saisons)
23H22|semestre estival ~ autres concepts (p.ex. scènes bibliques) (année divisée en deux saisons)
23H23|combat de l'été et de l'hiver ~ autres concepts (p.ex. scènes bibliques) (année divisée en deux saisons)
23H3|année divisée en trois saisons ~ autres concepts (p.ex. scènes bibliques)
23H31|année divisée en trois saisons ~ autres concepts (p.ex. scènes bibliques) (première série)
23H311|janvier - avril ~ autres concepts (p.ex. scènes bibliques) (année divisée en trois saisons)
23H312|mai - août ~ autres concepts (p.ex. scènes bibliques) (année divisée en trois saisons)
23H313|septembre - décembre ~ autres concepts (p.ex. scènes bibliques) (année divisée en trois saisons)
23H32|année divisée en tros saisons ~ autres concepts (p.ex. scènes bibliques) (deuxième série)
23H321|décembre - mars ~ autres concepts (p.ex. scènes bibliques) (année divisée en trois saisons)
23H322|avril - juillet ~ autres concepts (p.ex. scènes bibliques) (année divisée en trois saisons)
23H323|août - novembre ~ autres concepts (p.ex. scènes bibliques) (année divisée en trois saisons)
23H4|les quatre saisons de l'année ~ autres concepts (p.ex. scènes bibliques)
23H41|hiver ~ autres concepts (p.ex. scènes bibliques) (année divisée en quatre saisons)
23H42|printemps ~ autres concepts (p.ex. scènes bibliques) (année divisée en quatre saisons)
23H43|été ~ autres concepts (p.ex. scènes bibliques) (année divisée en quatre saisons)
23H44|automne ~ autres concepts (p.ex. scènes bibliques) (année divisée en quatre saisons)
23H5|année divisée en cinq saisons ~ autres concepts (p.ex. scènes bibliques)
23H6|année divisée en six saisons ~ autres concepts (p.ex. scènes bibliques)
23H61|année divisée en six saisons ~ autres concepts (p.ex. scènes bibliques) (première série)
23H611|janvier et février ~ autres concepts (p.ex. scènes bibliques) (année divisée en six saisons)
23H612|mars et avril ~ autres concepts (p.ex. scènes bibliques) (année divisée en six saisons)
23H613|mai et juin ~ autres concepts (p.ex. scènes bibliques) (année divisée en six saisons)
23H614|juillet et août ~ autres concepts (p.ex. scènes bibliques) (année divisée en six saisons)
23H615|septembre et octobre ~ autres concepts (p.ex. scènes bibliques) (année divisée en six saisons)
23H616|novembre et décembre ~ autres concepts (p.ex. scènes bibliques) (année divisée en six saisons)
23H62|année divisée en six saisons ~ autres concepts (p.ex. scènes bibliques) (deuxième série)
23H621|décembre et janvier ~ autres concepts (p.ex. scènes bibliques) (année divisée en six saisons)
23H622|février et mars ~ autres concepts (p.ex. scènes bibliques) (année divisée en six saisons)
23H623|avril et mai ~ autres concepts (p.ex. scènes bibliques) (année divisée en six saisons)
23H624|juin et juillet ~ autres concepts (p.ex. scènes bibliques) (année divisée en six saisons)
23H625|août et septembre ~ autres concepts (p.ex. scènes bibliques) (année divisée en six saisons)
23H626|octobre et novembre ~ autres concepts (p.ex. scènes bibliques) (année divisée en six saisons)
23I|les douze mois (en particulier comme personnifications); 'Mese in generale' (Ripa)
23I1|mois du premier quart de l'année
23I11|janvier; 'Gennaro' (Ripa)
23I12|février; 'Febraro (Ripa)
23I13|Mars; 'Marzo' (Ripa)
23I2|mois du deuxième quart de l'année
23I21|avril; 'Aprile' (Ripa)
23I22|mai; 'Maggio' (Ripa)
23I23|juin : 'Giugno (Ripa)
23I3|mois du troisième quart de l'année
23I31|juillet; 'Luglio' (Ripa)
23I32|août; 'Agosto' (Ripa)
23I33|septembre; 'Settembre' (Ripa)
23I4|mois du quatrième quart de l'année
23I41|octobre; 'Ottobre' (Ripa)
23I42|novembre; 'Novembre' (Ripa)
23I43|décembre; 'Decembre' (Ripa)
23K|les douze mois exprimés par des activités humaines, généralement situées dans un paysage; les soi-disant 'Travaux des Mois'
23K1|les mois du premier quart de l'année ~ activités humaines (janvier, février et mars et leurs 'travaux')
23K11|janvier et ses 'travaux'
23K12|février et ses 'travaux'
23K13|mars et ses 'travaux'
23K2|les mois du deuxième quart de l'année ~ activités humaines (avril, mai et juin et leurs 'travaux')
23K21|avril et ses 'travaux'
23K22|mai et ses 'travaux'
23K23|juin et ses 'travaux'
23K3|les mois du troisième quart de l'année ~ activités humaines (juillet, août et septembre et leurs 'travaux')
23K31|juillet et ses 'travaux'
23K32|août et ses 'travaux'
23K33|septembre et ses 'travaux'
23K4|les mois du quatrième quart de l'année ~ activités humaines (octobre, novembre et décembre et leurs 'travaux')
23K41|octobre et ses 'travaux
23K42|novembre et ses 'travaux'
23K43|décembre et ses 'travaux'
23L|les douze mois exprimés par des paysages
23L1|les mois du premier quart de l'année exprimés par des paysages
23L11|paysage symbolisnt janvier
23L12|paysage symbolisant février
23L13|paysage symbolisant mars
23L2|les mois du deuxième quart de l'année exprimés par des paysages
23L21|paysage symbolisant avril
23L22|paysage symbolisant mai
23L23|paysage symbolisant juin
23L3|les mois du troisième quart de l'année exprimés par des paysages
23L31|paysage symbolisant juillet
23L32|paysage symbolisant août
23L33|paysage symbolisant septembre
23L4|les mois du quatrième quart de l'année exprimés par des paysages
23L41|paysage symbolisant octobre
23L42|paysage symbolisant novembre
23L43|paysage symbolisant décembre
23M|les douze mois exprimés par des natures mortes de fleurs et/ou de fruits
23M1|les mois du premier quart de l'année exprimés par des natures mortes de fleurs et/ou de fruits
23M11|janvier exprimé par une nature morte de fleurs et/ou de fruits
23M12|février exprimé par une nature morte de fleurs et/ou de fruits
23M13|mars exprimé par une nature morte de fleurs et/ou de fruits
23M2|les mois du deuxième quart de l'année exprimés par des natures mortes de fleurs et/ou de fruits
23M21|avril exprimé par une nature morte de fleurs et/ou de fruits
23M22|mai exprimé par une nature morte de fleurs et/ou de fruits
23M23|juin exprimé par une nature morte de fleurs et/ou de fruits
23M3|les mois du troisième quart de l'année exprimés par des natures mortes de fleurs et/ou de fruits
23M31|juillet exprimé par une nature morte de fleurs et/ou de fruits
23M32|août exprimé par une nature morte de fleurs et/ou de fruits
23M33|septembre exprimé par une nature morte de fleurs et/ou de fruits
23M4|les mois du quatrième quart de l'année exprimés par des natures mortes de fleurs et/ou de fruits
23M41|octobre exprimé par une nature morte de fleurs et/ou de fruits
23M42|novembre exprimé par une nature morte de fleurs et/ou de fruits
23M43|décembre exprimé par une nature morte de fleurs et/ou de fruits
23N|les douze mois de l'année exprimés par des concepts autres que des personnifications, des activités humaines ou des natures mortes de fleurs et/ou de fruits
23N1|les mois du premier quart de l'année ~ autres concepts
23N11|janvier ~ autres concepts
23N12|février ~ autres concepts
23N13|mars ~ autres concepts
23N2|les mois du deuxiéme quart de l'année ~ autres concepts
23N21|avril~ autres concepts
23N22|mai ~ autres concepts
23N23|juin ~ autres concepts
23N3|les mois du troisième quart de l'année ~ autres concepts
23N31|juillet ~ autres concepts
23N32|août ~ autres concepts
23N33|septembre ~ autres concepts
23N4|les mois du quatrième quart de l'année ~ autres concepts
23N41|octobre ~ autres concepts
23N42|novembre ~ autres concepts
23N43|décembre ~ autres concepts
23O|le zodiaque; les douze signes zodiacaux réunis
23O1|les signes zodiacaux de l'hiver
23O11|Capricorne (signe zodiacal de décembre)
23O12|Verseau (signe zodiacal de janvier)
23O13|Poissons (signe zodiacal de février)
23O2|signes zodiacaux du printemps
23O21|Bélier (signe zodiacal de mars)
23O22|Taureau (signe zodiacal d'avril)
23O23|Gémeaux (signe zodiacal de mai)
23O3|signes zodiacaux de l'été
23O31|Cancer (signe zodiacal de juin)
23O32|Lion (signe zodiacal de juillet)
23O33|Vierge (signe zodiacal d' août)
23O4|signes zodiacaux de l'automne
23O41|Balance (signe zodiacal de septembre
23O42|Scorpion (signe zodiacal d' octobre)
23O43|Sagittaire (signe zodiacal de novembre)
23O5|homme zodiacal; les signs du zodiaque combinés avec le corps humain
23P|semaines
23Q|jours de la semaine
23Q1|dimanche
23Q2|lundi
23Q3|mardi
23Q4|Mercredi
23Q5|jeudi
23Q6|vendredi
23Q7|samedi
23Q8|demain
23Q81|après-demain
23Q9|hier
23R|jour et nuit
23R1|jour de 24 heures, jour astronomique, sidéral
23R10|'Giorno naturale', 'Carro del giorno naturale' (Ripa)
23R11|matin
23R110|personnification du matin, 'Aurora'; 'Aurora' (Ripa)
23R111|matin ~ paysage (parfois intitulé 'Aurora')
23R112|matin ~ autres concepts
23R113|midi
23R12|après-midi
23R120|personnification de l'après-midi, 'Meridies'
23R121|après-midi ~ paysage (parfois intitulé 'Meridies')
23R122|après-midi ~ autres concepts
23R13|soir
23R130|personnification du soir, 'Vesper'
23R131|soir ~ paysage (parfois intitulé 'Vesper')
23R132|soir ~ autres concepts
23R14|nuit
23R140|personnification de la nuit, 'Nox'; 'Notte', 'Carro della notte', 'Serenità della notte' (Ripa)
23R141|nuit ~ paysage (parfois intitulé 'Nox')
23R142|nuit ~ autres concepts
23R2|journée du lever au coucher du soleil
23R20|'Giorno artificiale', 'Carro del giorno artificiale', 'Serenità del giorno, ninfa dell'aria' (Ripa)
23R3|les 24 heures du jour et de la nuit
23R31|les premières douze heures du jour
23R310|'Hore del giorno' ('Hora prima', 'Hora seconda', 'Hora terza', 'Hora quarta', 'Hora quinta', 'Hora sesta', 'Hora settima', 'Hora ottava', 'Hora nona', 'Hora decima', 'Hora undecima', 'Hora duodecima') (Ripa)
23R32|les 12 dernières heures du jour
23R320|'Hore della notte' ('Hora prima', 'Hora seconda', 'Hora terza', 'Hora quarta', 'Hora quinta', 'Hora sesta', 'Hora settima', 'Hora ottava', 'Hora nona', 'Hora decima', 'Hora undecima', 'Hora duodecima') (Ripa)
23S|les empires, les puissances du monde
23S1|les quatre empires du monde (Babylone, la Perse, la Grèce, Rome)
23S11|Babylone (un des quatre empires du monde)
23S12|la Perse (un des quatre empires du monde)
23S13|la Grèce (un des quatre empires du monde)
23S14|Rome (un des quatre empires du monde)
23S2|les empires du monde selon la classification biblique
23S21|les empires du monde symbolisés par une grande statue de diverses matières (Daniel ch. 2)
23S22|les empires du monde symbolisés par les quatre bêtes (Daniel ch. 7)
23S3|les empires du monde ordonnés autrement
23T|époques historiques
23T1|l' histoire du monde divisée en sept époques allant d'Adam à la fin du monde
23T11|époque allant d'Adam à Noé ~ histoire du monde
23T12|époque allant de Noé à Abraham ou Moïse ~ histoire du monde
23T13|époque allant d' Abraham ou de Moïse à David ~ histoire du monde
23T14|époque allant de David à la captivité babylonienne ~ histoire du monde
23T15|époque allant de la captivité à la venue du Christ ~ histoire du monde
23T16|époque allant du Christ à la fin du monde ~ histoire du monde
23T17|époque allant du Christ à la fin du monde ~ dormir, repos (le sabbat éternel)
23T2|division moderne des époques historiques
23T21|préhistoire (époque historique)
23T22|histoire ancienne (époque historique)
23T23|antiquité classique (époque historique)
23T24|l'âge des ténèbres (époque historique)
23T25|histoire médiévale, le Moyen-Age (époque historique)
23T26|Renaissance (époque historique, jusqu'à la fin du XVIe s.)
23T27|autres siècles ~ division moderne des époques historiques
23T27(...)|autres siècles (avec en chiffres romains le NOMBRE du siècle) ~ division moderne des époques historiques
23U|chronologie
23U1|calendrier, almanach
23U11|calendrier perpétuel
23U2|(instruments pour) la mensuration du temps
23U20|'Horografia' (Ripa)
23U21|cadran solaire
23U22|sablier
23U23|horloge à eau
23U24|horloge
23U241|horloger
23U25|montre
24|le ciel, le firmament (les corps célestes)
240|représentation allégorique du firmament (corps célestes)
24A|le soleil en tant que corps céleste
24A1|lever du soleil
24A11|le point du jour, l'aurore
24A110|'Crepuscolo della matina' (Ripa)
24A2|le coucher du soleil
24A21|le crépuscule, la tombée du jour
24A210|'Crepuscolo della sera' (Ripa)
24A3|éclipse solaire
24A31|éclipse totale du soleil avec couronne solaire
24A4|soleil de minuit
24A5|aspects physiques du soleil
24A51|taches solaires
24A52|phénomènes solaires inhabituels : parélie ou faux soleil, taches sur le halo solaire, etc.
24A6|le soleil en forme de visage, de roue, etc.
24A7|positions du soleil
24A71|le solstice d'été
24A710|'Solstitio estivo' (Ripa)
24A72|équinoxe de l'automne
24A720|'Equinottio dell'autunno' (Ripa)
24A73|solstice d'hiver
24A730|'Equinottio dell'autunno' (Ripa)
24A74|l'équinoxe vernal, du printemps
24A740|'Equinottio della primavera' (Ripa)
24A8|lumière solaire
24A81|rayons solaires
24B|la lune en tant que corps céleste
24B1|croissant de lune (avec les cornes du croissant pointant vers la gauche)
24B11|croissant de lune en forme de visage
24B2|pleine lune
24B21|pleine lune en forme de visage
24B3|déclin de la lune (avec les cornes du croissant pointant vers la droite)
24B31|lune en déclin en forme de visage
24B4|éclipse de la lune
24B5|surface de la lune
24B6|clarté de la lune
24B61|rayons lunaires
24B62|contemplation de la lune, 'schwärmen'
24B7|lever de la lune
24B8|coucher de la lune
24C|les planètes (sauf la terre)
24C1|les planètes; le système planétaire, le système solaire
24C11|Céres (planète)
24C12|Jupiter (planète)
24C13|Mars (planète)
24C14|Mercure (planète)
24C15|Neptune (planète)
24C16|Pluton (planète)
24C17|Saturne (planète)
24C18|Uranus (planète)
24C19|Vénus (planète)
24C191|l'étoile du matin (Vénus)
24C192|l'étoile du soir (Vénus ou une autre planète)
24C2|l'humanité sous l'influence des planètes, y compris le soleil et la lune; 'Planetenkinder'
24C21|(personnifications des) planètes et leurs 'enfants', les soi-disant 'Planetenkinder'
24C211|Saturne et ses 'enfants' ('Planetenkinder')
24C212|Jupiter et ses 'enfants' ('Planetenkinder')
24C213|Mars et ses 'enfants' ('Planetenkinder')
24C214|Sol et ses 'enfants' ('Planetenkinder')
24C215|Vénus et ses 'enfants' ('Planetenkinder')
24C216|Mercure et ses 'enfants' ('Planetenkinder')
24C217|la Lune et ses 'enfants' ('Planetenkinder')
24C22|(personnifications des) planètes et leurs 'enfants', les soi-disant 'Planetenkinder', accompagnées de leur signe zodiacal respectif
24C221|Saturne et ses 'enfants' ('Planetenkinder') ~ Verseau et Capricorne
24C222|Jupiter et ses 'enfants' ('Planetenkinder') ~ Poissons et Sagittaire
24C223|Mars et ses 'enfants' ('Planetenkinder') ~ Bélier et Scorpion
24C224|Sol et ses 'enfants' ('Planetenkinder') ~ Lion
24C225|Vénus et ses 'enfants' ('Planetenkinder') ~ Taureau et Balance
24C226|Mercure et ses 'enfants' ('Planetenkinder') ~ Gémeaux et Vierge
24C227|la Lune et ses 'enfants' ('Planetenkinder') ~ Cancer
24C3|groupe de planètes comme une représentation symbolique des métaux
24C31|le soleil comme représentation de l’or
24C32|la lune comme représentation de l’argent
24C33|Mercure comme représentation du mercure
24C34|Vénus comme représentation du cuivre
24C35|Mars comme représentation du fer
24C36|Jupiter comme représentation d’étain
24C37|Saturne comme représentation du plomb
24C39|autres corps célestes comme représentation des métaux
24C39(...)|autres corps célestes comme représentation des métaux (avec NOM)
24C39(URANUS)|Uranus comme représentation du platine
24D|les étoiles
24D0|étoiles représentées allégoriquement ou symboliquement
24D1|étoiles et constellations
24D1(...)|étoiles et constellations (avec NOM)
24D1(ORION)|étoiles et constellations : Orion
24D1(POLARIS)|étoiles et constellations: Polaris, étoile polaire
