2|Nature
23C1|"Annus", personifikace roku; "Anno", "Carro dell'anno" (Ripa)
23C2|lunar year
23C3|sidereal year
23D|roční období (zejm. personifikace); "Stagione", "Le quattro stagioni dell'anno" (Ripa)
23D1|not used
23D2|year divided into two seasons
23D21|winter half-year
23D22|summer half-year
23D23|svár léta a zimy
23D3|year divided into three seasons
23D31|year divided into three seasons (first series)
23D311|January - April (year divided into three seasons)
23D312|May - August (year divided into three seasons)
23D313|September - December (year divided into three seasons)
23D32|year divided into three seasons (second series)
23D321|December - March (year divided into three seasons)
23D322|April - July (year divided into three seasons)
23D323|August - November (year divided into three seasons)
23D4|year divided into four seasons
23D41|winter, 'Hyems'; 'Inverno' (Ripa)
23D42|spring, 'Ver'; 'Primavera' (Ripa)
23D43|summer, 'Aestas'; 'Estate' (Ripa)
23D44|autumn, fall, 'Autumnus'; 'Autunno' (Ripa)
23D5|year divided into five seasons
23D6|year divided into six seasons
23D61|year divided into six seasons (first series)
23D611|Leden a únor (rok je rozdělen na šest ročních období)
23D612|Březen a duben (rok je rozdělen na šest ročních období)
23D613|Květen a červen (rok je rozdělen na šest ročních období)
23D614|Červenec a srpen (rok je rozdělen na šest ročních období)
23D615|Září a říjen (rok je rozdělen na šest ročních období)
23D616|Listopad a prosinec (rok je rozdělen na šest ročních období)
23D62|year divided into six seasons (second series)
23D621|Prosinec a leden (rok je rozdělen na šest ročních období)
23D622|Únor a březen (rok je rozdělen na šest ročních období)
23D623|Duben a květen (rok je rozdělen na šest ročních období)
23D624|Červen a červenec (rok je rozdělen na šest ročních období)
23D625|Srpen a září (rok je rozdělen na šest ročních období)
23D626|Říjen a listopad (rok je rozdělen na šest ročních období)
23E|roční období znázorněná scénami zobrazujícími lidské činnosti, obvykle v krajině
23E2|year divided into two seasons ~ human activities
23E21|winter half-year ~ human activities (year divided into two seasons)
23E22|summer half-year ~ human activities (year divided into two seasons)
23E23|svár léta a zimy ~ lidské činnosti (rok rozdělený na dvě roční období)
23E3|year divided into three seasons ~ human activities
23E31|year divided into three seasons ~ human activities (first series)
23E311|January - April ~ human activities (year divided into three seasons)
23E312|May - August ~ human activities (year divided into three seasons)
23E313|September - December ~ human activities (year divided into three seasons)
23E32|year divided into three seasons ~ human activities (second series)
23E321|December - March ~ human activities (year divided into three seasons)
23E322|April - July ~ human activities (year divided into three seasons)
23E323|August - November ~ human activities (year divided into three seasons)
23E4|čtyři roční období ~ lidské činnosti
23E41|zima ~ lidské činnosti (čtyři roční období)
23E42|jaro ~ lidské činnosti (čtyři roční období)
23E43|léto ~ lidské činnosti (čtyři roční období)
23E44|podzim ~ lidské činnosti (čtyři roční období)
23E5|year divided into five seasons ~ human activities
23E6|year divided into six seasons ~ human activities
23E61|year divided into six seasons ~ human activities (first series)
23E611|Leden a únor ~ lidské aktivity (rok je rozdělen na šest ročních období)
23E612|Březen a duben ~ lidské aktivity (rok se dělí na šest ročních období)
23E613|Květen a červen ~ lidské aktivity (rok se dělí na šest ročních období)
23E614|Červenec a srpen ~ lidské aktivity (rok se dělí na šest ročních období)
23E615|Září a říjen ~ lidské aktivity (rok rozdělený na šest ročních období)
23E616|Listopad a prosinec ~ lidské aktivity (rok rozdělený na šest ročních období)
23E62|year divided into six seasons ~ human activities (second series)
23E621|Prosinec a leden ~ lidské aktivity (rok rozdělený na šest ročních období)
23E622|Únor a březen ~ lidské aktivity (rok se dělí na šest ročních období)
23E623|Duben a květen ~ lidské aktivity (rok se dělí na šest ročních období)
23E624|Červen a červenec ~ lidské aktivity (rok se dělí na šest ročních období)
23E625|Srpen a září ~ lidské aktivity (rok se dělí na šest ročních období)
23E626|Říjen a listopad ~ lidské aktivity (rok rozdělený na šest ročních období)
23F|roční období reprezentovaná krajinami
23F2|year divided into two seasons ~ landscapes
23F21|winter half-year ~ landscapes (year divided into two seasons)
23F22|summer half-year ~ landscapes (year divided into two seasons)
23F23|svár léta a zimy ~ krajiny (rok rozdělený na dvě roční období)
23F3|year divided into three seasons ~ landscapes
23F31|year divided into three seasons ~ landscapes (first series)
23F311|January - April ~ landscapes (year divided into three seasons)
23F312|May - August ~ landscapes (year divided into three seasons)
23F313|September - December ~ landscapes (year divided into three seasons)
23F32|year divided into three seasons ~ landscapes (second series)
23F321|December - March ~ landscapes (year divided into three seasons)
23F322|April - July ~ landscapes (year divided into three seasons)
23F323|August - November ~ landscapes (year divided into three seasons)
23F4|čtyři roční období ~ krajiny
23F41|zimní krajina; krajina symbolizující zimu (čtyři roční období)
23F42|jarní krajina; krajina symbolizující jaro (čtyři roční období)
23F43|letní krajina; krajina symbolizující léto (čtyři roční období)
23F44|podzimní krajina; krajina symbolizující podzim (čtyři roční období)
23F5|year divided into five seasons ~ landscapes
23F6|year divided into six seasons ~ landscapes
23F61|year divided into six seasons ~ landscapes (first series)
23F611|Leden a únor ~ krajiny (rok je rozdělen na šest ročních období)
23F612|Březen a duben ~ krajiny (rok je rozdělen na šest ročních období)
23F613|Květen a červen ~ krajiny (rok je rozdělen na šest ročních období)
23F614|Červenec a srpen ~ krajiny (rok rozdělený na šest ročních období)
23F615|Září a říjen ~ krajiny (rok rozdělený na šest ročních období)
23F616|Listopad a prosinec ~ krajiny (rok je rozdělen na šest ročních období)
23F62|year divided into six seasons ~ landscapes (second series)
23F621|Prosinec a leden ~ krajiny (rok je rozdělen na šest ročních období)
23F622|Únor a březen ~ krajiny (rok je rozdělen na šest ročních období)
23F623|Duben a květen ~ krajiny (rok je rozdělen na šest ročních období)
23F624|Červen a červenec ~ krajiny (rok rozdělený na šest ročních období)
23F625|Srpen a září ~ krajiny (rok rozdělený na šest ročních období)
23F626|Říjen a listopad ~ krajiny (rok rozdělený na šest ročních období)
23G|roční období znázorněná zátišími s květinami a/nebo ovocem
23G2|rok rozdělený na dvě roční období ~ zátiší s květinami a/nebo ovocem
23G21|zimní půlrok ~ zátiší květin a/nebo ovoce (rok rozdělený na dvě roční období)
23G22|letní pololetí ~ zátiší s květinami a/nebo plody (rok rozdělený na dvě roční období)
23G23|svár léta a zimy ~ zátiší květin a/nebo ovoce (rok rozdělený na dvě roční období)
23G3|rok rozdělený do tří ročních období ~ zátiší s květinami a/nebo ovocem
23G31|rok rozdělený do tří ročních období ~ zátiší s květinami a/nebo plody (první série)
23G311|Leden - duben ~ zátiší s květinami a/nebo ovocem (rok rozdělený na tři roční období)
23G312|Květen - srpen ~ zátiší s květinami a/nebo plody (rok rozdělený na tři roční období)
23G313|Září - prosinec ~ zátiší s květinami a/nebo ovocem (rok rozdělený na tři roční období)
23G32|rok rozdělený do tří ročních období ~ zátiší s květinami a/nebo plody (druhá série)
23G321|Prosinec - březen ~ zátiší s květinami a/nebo ovocem (rok rozdělený na tři roční období)
23G322|Duben - červenec ~ zátiší květin a/nebo ovoce (rok rozdělený na tři roční období)
23G323|Srpen - listopad ~ zátiší s květinami a/nebo ovocem (rok rozdělený na tři roční období)
23G4|čtyři roční období ~ zátiší s květinami a/nebo ovocem
23G41|zátiší symbolizující zimu (čtyři roční období)
23G42|zátiší symbolizující jaro (čtyři roční období)
23G43|zátiší symbolizující léto (čtyři roční období)
23G44|zátiší symbolizující podzim (čtyři roční období)
23G5|rok rozdělený do pěti ročních období ~ zátiší s květinami a/nebo ovocem
23G6|rok rozdělený do šesti ročních období ~ zátiší s květinami a/nebo ovocem
23G61|rok rozdělený do šesti ročních období ~ zátiší s květinami a/nebo plody (první série)
23G611|Leden a únor ~ zátiší s květinami a/nebo ovocem (rok je rozdělen na šest ročních období)
23G612|Březen a duben ~ zátiší s květinami a/nebo ovocem (rok rozdělený na šest ročních období)
23G613|Květen a červen ~ zátiší s květinami a/nebo ovocem (rok je rozdělen na šest ročních období)
23G614|Červenec a srpen ~ zátiší s květinami a/nebo ovocem (rok rozdělený na šest ročních období)
23G615|Září a říjen ~ zátiší s květinami a/nebo ovocem (rok rozdělený na šest ročních období)
23G616|Listopad a prosinec ~ zátiší s květinami a/nebo ovocem (rok rozdělený na šest ročních období)
23G62|rok rozdělený do šesti ročních období ~ zátiší s květinami a/nebo plody (druhá série)
23G621|Prosinec a leden ~ zátiší s květinami a/nebo ovocem (rok je rozdělen na šest ročních období)
23G622|Únor a březen ~ zátiší s květinami a/nebo ovocem (rok je rozdělen na šest ročních období)
23G623|Duben a květen ~ zátiší s květinami a/nebo ovocem (rok je rozdělen na šest ročních období)
23G624|Červen a červenec ~ zátiší s květinami a/nebo plody (rok rozdělený na šest ročních období)
23G625|Srpen a září ~ zátiší s květinami a/nebo ovocem (rok rozdělený na šest ročních období)
23G626|Říjen a listopad ~ zátiší s květinami a/nebo ovocem (rok rozdělený na šest ročních období)
23H|roční období znázorněná jinými pojmy než personifikacemi, lidskými činnostmi, krajinami nebo zátišími s květinami a/nebo plody (např. biblickými výjevy)
23H2|rok rozdělený na dvě roční období ~ další pojmy (např. biblické scény)
23H21|zimní půlrok ~ další pojmy (např. biblické scény) (rok rozdělený na dvě roční období)
23H22|letní půlrok ~ další pojmy (např. biblické scény) (rok rozdělený na dvě roční období)
23H23|svár léta a zimy ~ další pojmy (např. biblické scény) (rok rozdělený na dvě roční období)
23H3|rok rozdělený na tři roční období ~ další pojmy (např. biblické scény)
23H31|rok rozdělený na tři roční období ~ další koncepty (např. biblické scény) (první série)
23H311|Leden - duben ~ další pojmy (např. biblické scény) (rok rozdělený na tři roční období)
23H312|Květen - srpen ~ další pojmy (např. biblické scény) (rok rozdělený na tři roční období)
23H313|Září - prosinec ~ další pojmy (např. biblické scény) (rok rozdělený na tři roční období)
23H32|rok rozdělený na tři roční období ~ další koncepty (např. biblické scény) (druhá řada)
23H321|Prosinec - březen ~ další pojmy (např. biblické scény) (rok rozdělený na tři roční období)
23H322|Duben - červenec ~ další pojmy (např. biblické scény) (rok rozdělený na tři roční období)
23H323|Srpen - listopad ~ další pojmy (např. biblické scény) (rok rozdělený na tři roční období)
23H4|čtyři roční období ~ další pojmy (např. biblické scény)
23H41|zima ~ další pojmy (např. biblické scény) (čtyři roční období)
23H42|jaro ~ další pojmy (např. biblické scény) (čtyři roční období)
23H43|léto ~ další pojmy (např. biblické scény) (čtyři roční období)
23H44|podzim ~ další pojmy (např. biblické scény) (čtyři roční období)
23H5|rok rozdělený na pět ročních období ~ další pojmy (např. biblické scény)
23H6|rok rozdělený na šest ročních období ~ další koncepty (např. biblické scény)
23H61|rok rozdělený na tři roční období ~ další koncepty (např. biblické scény) (první série)
23H611|Leden a únor ~ další pojmy (např. biblické scény) (rok rozdělený na šest ročních období)
23H612|Březen a duben ~ další pojmy (např. biblické scény) (rok rozdělený na šest ročních období)
23H613|Květen a červen ~ další pojmy (např. biblické scény) (rok rozdělený na šest ročních období)
23H614|Červenec a srpen ~ další pojmy (např. biblické scény) (rok rozdělený na šest ročních období)
23H615|Září a říjen ~ další pojmy (např. biblické scény) (rok rozdělený na šest ročních období)
23H616|Listopad a prosinec ~ další pojmy (např. biblické scény) (rok rozdělený na šest ročních období)
23H62|rok rozdělený na tři roční období ~ další koncepty (např. biblické scény) (druhá řada)
23H621|Prosinec a leden ~ další pojmy (např. biblické scény) (rok rozdělený na šest ročních období)
23H622|Únor a březen ~ další pojmy (např. biblické scény) (rok rozdělený na šest ročních období)
23H623|Duben a květen ~ další pojmy (např. biblické scény) (rok rozdělený na šest ročních období)
23H624|Červen a červenec ~ další pojmy (např. biblické scény) (rok rozdělený na šest ročních období)
23H625|Srpen a září ~ další pojmy (např. biblické scény) (rok rozdělený na šest ročních období)
23H626|Říjen a listopad ~ další pojmy (např. biblické scény) (rok rozdělený na šest ročních období)
23I|dvanáct měsíců (zejména personifikace); "Mese in generale" (Ripa)
23I1|měsíce prvního čtvrtletí roku
23I11|January; 'Gennaro' (Ripa)
23I12|February; 'Febraro' (Ripa)
23I13|March; 'Marzo' (Ripa)
23I2|měsíce druhého čtvrtletí roku
23I21|April; 'Aprile' (Ripa)
23I22|May; 'Maggio' (Ripa)
23I23|June; 'Giugno' (Ripa)
23I3|měsíce třetího čtvrtletí roku
23I31|July; 'Luglio' (Ripa)
23I32|August; 'Agosto' (Ripa)
23I33|September; 'Settembre' (Ripa)
23I4|měsíce čtvrtého čtvrtletí roku
23I41|October; 'Ottobre' (Ripa)
23I42|November; 'Novembre' (Ripa)
23I43|December; 'Decembre' (Ripa)
23K|dvanáct měsíců znázorněných výjevy zobrazujícími lidské činnosti, obvykle v krajině; tzv. "práce měsíců"
23K1|měsíce první čtvrtiny roku ~ lidské činnosti ("práce" v lednu, únoru a březnu)
23K11|Leden a jeho "práce
23K12|Únor a jeho "práce
23K13|Pochod a jeho "práce
23K2|měsíce druhé čtvrtiny roku ~ lidské činnosti ("práce" v dubnu, květnu a červnu)
23K21|Duben a jeho "práce
23K22|Květen a jeho "práce
23K23|Červen a jeho "práce
23K3|měsíce třetího čtvrtletí roku ~ lidské činnosti ("práce" v červenci, srpnu a září)
23K31|Červenec a jeho "práce
23K32|Srpen a jeho "práce
23K33|Září a jeho "práce
23K4|měsíce čtvrté čtvrtiny roku ~ lidské činnosti ("práce" v říjnu, listopadu a prosinci)
23K41|Říjen a jeho "práce
23K42|Listopad a jeho "práce
23K43|Prosinec a jeho "práce
23L|dvanáct měsíců, které představují krajiny
23L1|měsíců prvního čtvrtletí roku, které představují krajiny
23L11|landscape symbolizing January
23L12|landscape symbolizing February
23L13|landscape symbolizing March
23L2|měsíců druhého čtvrtletí roku, které představují krajiny
23L21|landscape symbolizing April
23L22|landscape symbolizing May
23L23|landscape symbolizing June
23L3|měsíců třetího čtvrtletí roku, které představují krajiny
23L31|landscape symbolizing July
23L32|landscape symbolizing August
23L33|landscape symbolizing September
23L4|měsíců čtvrtého čtvrtletí roku, které představují krajiny
23L41|landscape symbolizing October
23L42|landscape symbolizing November
23L43|landscape symbolizing December
23M|dvanáct měsíců znázorněných zátišími s květinami a/nebo ovocem
23M1|měsíce prvního čtvrtletí roku reprezentované zátiším s květinami a/nebo ovocem
23M11|Leden reprezentuje zátiší s květinami a/nebo ovocem
23M12|Únor reprezentuje zátiší s květinami a/nebo ovocem
23M13|Březen zastoupený zátiším s květinami a/nebo ovocem
23M2|měsíce druhého čtvrtletí roku reprezentované zátiším s květinami a/nebo ovocem
23M21|Duben reprezentovaný zátiším s květinami a/nebo ovocem
23M22|Může být zastoupen zátiším s květinami a/nebo ovocem
23M23|Červen reprezentovaný zátiším s květinami a/nebo ovocem
23M3|měsíce třetího čtvrtletí roku reprezentované zátiším s květinami a/nebo ovocem
23M31|Červenec reprezentovaný zátiším s květinami a/nebo ovocem
23M32|Srpen zastoupený zátiším s květinami a/nebo ovocem
23M33|Září reprezentované zátiším s květinami a/nebo ovocem
23M4|měsíce čtvrtého čtvrtletí roku reprezentované zátiším s květinami a/nebo ovocem
23M41|Říjen reprezentuje zátiší s květinami a/nebo ovocem
23M42|Listopad reprezentuje zátiší s květinami a/nebo ovocem
23M43|Prosinec reprezentovaný zátiším s květinami a/nebo ovocem
23N|dvanáct měsíců v roce znázorněných jinými pojmy než personifikacemi, lidskými činnostmi, krajinami nebo zátišími s květinami a/nebo ovocem
23N1|měsíce prvního čtvrtletí roku ~ ostatní pojmy
23N11|January ~ other concepts
23N12|February ~ other concepts
23N13|March ~ other concepts
23N2|měsíce druhého čtvrtletí roku ~ ostatní pojmy
23N21|April ~ other concepts
23N22|May ~ other concepts
23N23|June ~ other concepts
23N3|měsíce třetího čtvrtletí roku ~ ostatní pojmy
23N31|July ~ other concepts
23N32|August ~ other concepts
23N33|September ~ other concepts
23N4|měsíce čtvrtého čtvrtletí roku ~ ostatní pojmy
23N41|October ~ other concepts
23N42|November ~ other concepts
23N43|December ~ other concepts
23O|zvěrokruh; dvanáct znamení zvěrokruhu dohromady
23O1|znamení zvěrokruhu v zimním období
23O11|Kozoroh (znamení zvěrokruhu v prosinci)
23O12|Vodnář (znamení zvěrokruhu v lednu)
23O13|Ryby (znamení zvěrokruhu v únoru)
23O2|znamení zvěrokruhu pro jarní období
23O21|Beran (zodické znamení března)
23O22|Býk (znamení zvěrokruhu v dubnu)
23O23|Blíženci (znamení zvěrokruhu v květnu)
23O3|znamení zvěrokruhu v letním období
23O31|Rak (znamení zvěrokruhu v červnu)
23O32|Lev (znamení zvěrokruhu v červenci)
23O33|Panna (znamení zvěrokruhu v srpnu)
23O4|znamení zvěrokruhu v podzimním období
23O41|Váhy (znamení zvěrokruhu v září)
23O42|Štír (znamení zvěrokruhu v říjnu)
23O43|Střelec (znamení zvěrokruhu v listopadu)
23O5|zodiakální člověk; zvěrokruh v kombinaci s částmi lidského těla
23P|weeks
23Q|dny v týdnu
23Q1|Sunday
23Q2|Monday
23Q3|Tuesday
23Q4|Wednesday
23Q5|Thursday
23Q6|Friday
23Q7|Saturday
23Q8|tomorrow
23Q81|pozítří
23Q9|yesterday
23R|den a noc
23R1|den o délce 24 hodin, přirozený den
23R10|'Giorno naturale', 'Carro del giorno naturale' (Ripa)
23R11|morning
23R110|personifikace rána, "Aurora"; "Aurora" (Ripa)
23R111|morning ~ landscape (sometimes titled 'Aurora')
23R112|morning ~ other concepts
23R113|noon
23R12|afternoon
23R120|personifikace odpoledne, "Meridies
23R121|afternoon ~ landscape (sometimes titled 'Meridies')
23R122|afternoon ~ other concepts
23R13|evening
23R130|ztělesnění večera, "Vesper"
23R131|evening ~ landscape (sometimes titled 'Vesper')
23R132|evening ~ other concepts
23R14|night
23R140|personifikace noci, "Nox"; "Notte", "Carro della notte", "Serenità della notte" (Ripa)
23R141|night ~ landscape (sometimes titled 'Nox')
23R142|night ~ other concepts
23R2|den od východu do západu slunce
23R20|'Giorno artificiale', 'Carro del giorno artificiale', 'Serenità del giorno, ninfa dell'aria' (Ripa)
23R3|24 hodin ve dne i v noci
23R31|prvních 12 hodin dne
23R310|'Hore del giorno' ('Hora prima', 'Hora seconda', 'Hora terza', 'Hora quarta', 'Hora quinta', 'Hora sesta', 'Hora settima', 'Hora ottava', 'Hora nona', 'Hora decima', 'Hora undecima', 'Hora duodecima') (Ripa)
23R32|posledních 12 hodin dne
23R320|'Hore della notte' ('Hora prima', 'Hora seconda', 'Hora terza', 'Hora quarta', 'Hora quinta', 'Hora sesta', 'Hora settima', 'Hora ottava', 'Hora nona', 'Hora decima', 'Hora undecima', 'Hora duodecima') (Ripa)
23S|říše světa
23S1|čtyři světové říše (Babylon, Persie, Řecko, Řím)
23S11|Babylon (jedna ze čtyř světových říší)
23S12|Persie (jedna ze čtyř světových říší)
23S13|Řecko (jedna ze čtyř světových říší)
23S14|Řím (jedna ze čtyř světových říší)
23S2|říše světa podle biblického rozdělení
23S21|světové říše symbolizované velkou sochou z různých materiálů (Daniel, kap. 2)
23S22|světové říše symbolizované čtyřmi šelmami (Daniel, kap. 7)
23S3|jinak rozdělené říše světa
23T|historical epochs
23T1|dějiny světa rozdělené do sedmi epoch od Adama do konce světa
23T11|epocha od Adama po Noeho ~ dějiny světa
23T12|epocha od Noeho po Abraháma nebo Mojžíše ~ dějiny světa
23T13|epocha od Abraháma nebo Mojžíše po Davida ~ dějiny světa
23T14|epocha od Davida po babylonské zajetí ~ dějiny světa
23T15|epocha od zajetí do příchodu Krista ~ dějiny světa
23T16|epocha od Krista do konce světa ~ práce, bdění
23T17|epocha od Krista do konce světa ~ spánek, odpočinek (věčný sabat)
23T2|moderní dělení historických epoch
23T21|pre-history (historical epoch)
23T22|ancient history (historical epoch)
23T23|classical antiquity (historical epoch)
23T24|dark ages (historical epoch)
23T25|medieval history, middle ages (historical epoch)
23T26|Renaissance (historical epoch, through 16th century)
23T27|moderní dělení historických epoch ~ století
23T27(...)|moderní dělení historických epoch ~ století (s římským číslem století)
23U|chronology
23U1|calendar, almanac
23U11|perpetual calendar
23U2|(přístroje pro) měření času
23U20|'Horografia' (Ripa)
23U21|sundial
23U22|hourglass
23U23|water clock
23U24|clock
23U241|watchmaker, clockmaker
23U25|watch
24|nebesa (nebeská tělesa)
240|alegorické zobrazení nebes (nebeských těles)
24A|sun as celestial body
24A1|sunrise
24A11|dawn
24A110|'Crepuscolo della matina' (Ripa)
24A2|sunset
24A21|dusk, evening twilight
24A210|'Crepuscolo della sera' (Ripa)
24A3|solar eclipse
24A31|úplné zatmění Slunce s korónou
24A4|midnight sun
24A5|fyzikální aspekty Slunce
24A51|sun-spots
24A52|neobvyklé sluneční jevy: parhelium nebo maketa Slunce, skvrny na slunečním halo atd.
24A6|sun represented as face, wheel, etc.
24A7|polohy Slunce
24A71|summer solstice, midsummer's day
24A710|'Solstitio estivo' (Ripa)
24A72|autumnal equinox
24A720|'Equinottio dell'autunno' (Ripa)
24A73|winter solstice
24A730|'Solstitio hiemale' (Ripa)
24A74|vernal equinox
24A740|'Equinottio della primavera' (Ripa)
24A8|sunlight
24A81|sunbeams
24B|moon as celestial body
24B1|waxing moon, i.e. facing this way: )
24B11|waxing moon represented as face
24B2|full moon
24B21|full moon represented as face
24B3|waning moon, i.e. facing this way (
24B31|waning moon represented as face
24B4|zatmění měsíce
24B5|povrch Měsíce
24B6|moonlight
24B61|moonbeams
24B62|rozjímání nad měsícem, "schwärmen
24B7|moonrise
24B8|zapadající měsíc
24C|planety (kromě Země)
24C1|planets; planetary system, solar system
24C11|Ceres (planet)
24C12|Jupiter (planet)
24C13|Mars (planet)
24C14|Mercury (planet)
24C15|Neptune (planet)
24C16|Pluto (planet)
24C17|Saturn (planet)
24C18|Uranus (planet)
24C19|Venus (planet)
24C191|morning star (Venus)
24C192|večernice (Venuše nebo jiná planeta)
24C2|lidstvo ovlivňované planetami, včetně Slunce a Měsíce; "Planetenkinder"
24C21|(personifikace) planet s jejich "dětmi", tzv. "Planetenkinder"
24C211|Saturn a jeho děti ("Planetenkinder")
24C212|Jupiter a jeho děti ("Planetenkinder")
24C213|Mars a jeho děti ("Planetenkinder")
24C214|Sol a jeho děti ("Planetenkinder")
24C215|Venuše a její děti ("Planetenkinder")
24C216|Merkur a jeho děti ("Planetenkinder")
24C217|Luna a její děti ("Planetenkinder")
24C22|(personifikace) planet s jejich "dětmi", takzvanými "Planetenkinder", doplněnými odpovídajícími znameními zvěrokruhu
24C221|Saturn a jeho děti (Planetenkinder) ~ Vodnář a Kozoroh
24C222|Jupiter a jeho děti ('Planetenkinder') ~ Ryby a Střelec
24C223|Mars a jeho děti ('Planetenkinder') ~ Beran a Štír
24C224|Sol a jeho děti ('Planetenkinder') ~ Lev
24C225|Venuše a její děti (Planetenkinder) ~ Býk a Váhy
24C226|Merkur a jeho děti (Planetenkinder) ~ Blíženci a Panna
24C227|Luna a její děti ('Planetenkinder') ~ Rakovina
24C3|kanonická skupina sedmi planet, které symbolicky představují kovy
24C31|slunce představuje zlato
24C32|měsíc představuje stříbro
24C33|Rtuť představující kovovou rtuť
24C34|Venus representing copper
24C35|Mars representing iron
24C36|Jupiter representing tin
24C37|Saturn representing lead
24C39|other celestial bodies representing metals
24C39(...)|další nebeská tělesa představující kovy (s JMÉNEM)
24C39(URANUS)|Uranus representing platinum
24D|stars
24D0|hvězdy, zobrazené symbolicky nebo alegoricky
24D1|hvězdy a souhvězdí
24D1(...)|hvězdy a souhvězdí (s NAME)
24D1(ORION)|hvězdy a souhvězdí: Orion
24D1(POLARIS)|hvězdy a souhvězdí: Polárka, Polárka
24D1(SIRIUS)|hvězdy a souhvězdí: Sírius
24D11|katasterismus, uctění osoby tím, že se zařadí mezi hvězdy
24D2|galaxies
24D21|Milky Way
24D211|vznik Mléčné dráhy (Juno kojící Herkula)
24D4|jiné galaxie nebo hvězdné systémy
24D4(...)|jiné galaxie nebo hvězdné systémy (s NAME)
24E|astronomical phenomena
24E1|comet
